artist,lyrics,song,album,year,president,approvalrate,meanincome,povertyrate,blackmurderrate
IamSu!,long live lil tunechiim young moneybaby im shit i see flies meshe gon fly mefor little moneyyeah im 25 i go 18 dummyyeah flow mean hard act friendlywalk building turn frenzyreal life mack i take girl wendysthen give dick  keep disneyand im like yey thats sayshawty thick like came peach stateand squad hbkshe gon scream like sweepstakesits love fake high five real niggasyou know im high rise lil niggasill wish me like hot fries dill picklegot watch demons cause get youlet get em let get em i got emlet get em let get em i got emlet get em let get em i got emlet get em let get emits game timewoah i got emits game timewoah i got emits game timewoah i got emits game timewoah i got emits game timesix speed im driverel presidente suzy obamawhy acting like thug onewhy say got guns never popped onesee im tryna get money chilli got em fronting bill know realput mac downim bay love realthey know movement trilland respect boys lifestylewhen i bring ice cut lights outlil mama bad put timeoutim boss thats real definitionneed top spot second positionim beast studio cut mic onand i bitch going night longwe bay going dumb townhit stage bad girls running downrather wait drown better learn swimdont try ball us aint put shots gymonly rocking tens keep bad one meone foot gas whats dash 150let get em let get em i got emlet get em let get em i got emlet get em let get em i got emlet get em let get emits game timewoah i got emits game timewoah i got emits game timewoah i got emits game timewoah i got emits game timeuh woah woahhbk know playhey hey i cant quitall i know i know ishey hey hey hey heylets get ityeah game tim,Game Time,Kilt 3,2016,Obama,51.7,"37,247",22.0,24.3
Snow Tha Product,a mi echen toda la culpaeste como frustrayo estoy pa sacar ropa suciapero la situación aquí si que está que asustaa mi vengan con mensadas con tanta cosa raracon la plática que dice en la noticiasa mi aquí pagan por limpiar pero se para aquí la oreja oigo todo causa risaaquí hay plan contra los latinosaquí tenemos tanto tiemposi tenemos el mismo objetivo pero los hispanos se apachurran entre ellosaquí tenemos plan de ataque pero si de recordarles que entre ustedes hay mucho resentimientopues yo sé qué les pasó de niños lo ignorante el racismo es talento viene de nacimientoaquí se burlan de maría joséno se preguntan lo que se les vetodo los que cortan pasto les limpian zapatos son latinos los ven bienno no nos preocupamos por la gente que se va unir aunque les recenlos latinos metieron obama en esta silla deportó más que todos los presidentesaprendan inglés forget hometanta cultura pa ser mandilóntanto trabajo pa mal pagador entre uno mismo hay pleito pues ta cabróncual se va acabar el puto mundoyo soy mexicana asusto todos los latinos somos unosi se despiertan pronto pues ya nos llevó el chamucogod damn god damn,Despierta,Despierta - Single,2016,Obama,51.7,"37,247",22.0,24.3
Astronautalis,ive burn down leave town never look back shitpassing couch sneaking back tipripping credit cards mail box snatch shitcharge gameplay boy practicewhat talking about practice were talking bout practice manthey got this squat this reroute power gridcops cant stop this dead body bitchheat this drop this turn louder kidput path million ways around shitwe backstage sterilising tattoos beeryour cats stay paralysed bad news fearyoure underage theynt fucking let herefake id g buy us beerim sick kids sit bitch cant get shityour woe me steez getting bit ridiculousfucking ay underage means slap wristif young fit yeah bitch im running pitshah and give trophieshah orange slicesyeah yall already know meone thats really grindinglazy motherfuckers want call luckbut real motherfuckers know aint suchthing cos i mean aint free lunchyou better fix plate serve one usstay waiting dad come save day dogvoted obama expect changeis one big party giving giftssikelike pos tshirtyikesits gonna worserightbut beat kinda beserkturn loud fucking teeth hurtyeah girl i gold teethim southern i taught hold heataint gangster tell truerick ross cop bad tattooshey front baby neck stay real redwhy makebelieve pushing white shityou dressedup gangsters play pretendi stay slinging white girls round bedyoung steve mcqueen spit dick gameyou tweet real posse bitch tin chaini need maybach sharpen pimp gamepull girls bike ride handlebars home manooh i put word chiefrihanna gonna holla way i murdered beati cut like umbrella king kong bed sheetsjust try better fella done deadbeatsikelike pos tshirtyikesit gonna worserightbeat kinda beserkturn loud fucking teeth hurtsee i write dumb rapspay go buy hubcapsfake gs still talking bout gun clapsit aint gonna happen like arods comebacktalent cheap moneys made upgallons beam speakers stay bassed upfuck it i got nothing left say sonyall get cryphy thank based godsikelike pos tshirtyikesbut gonna worserightbut beat kinda beserkturn loud fucking teeth hurtsikelike pos tshirtyikesbut gonna worserightand beat kinda beserkturn loud fucking teeth hurt,SIKE!,Cut The Body Loose,2016,Obama,51.7,"37,247",22.0,24.3
Common,theres something bout day seem good mewhen people i aint like showin love megood food mood hood freepeace free frequencythis day women took overno longer shoulder look overimagine war overmothers get medals courageous soldierson dollars michelle obama oprah rosathe mayor shah liz dozierhoods feel safer families feel closerwe drunk love need soberladies get hair done men noticeyou get high grade indian weaves lowestprices chivalry longer lifelesswe openin doors pullin chairs againthings merry theres marryinmonthly free doses motrin valerianfor menstrual minstral showsdepictin women ignorant simple hoesits love songs radiorespect ladies hear flowegos aside risesince done give us life whole world feel aliveoh women take worldoh every woman boy girloh maybe one day seepeace unity way meant bethe day women took over let continuenow women get paid much men dodr angelous lookin heavens windowtellin young girls phenomenal woman youbody temple men praymother earths arms around sayin okaytoilet seats down thats nobrainermonuments washington fanny lou hamerharriet soldier truth marchin onwomen preachers world leaders normhealthcare payin nails jails fillinsintellectual buildin intersexual healinno stickin movers quick shootersafter 15 minutes callin uberthe new world order fathers lovin daughtersand babys mamas supported ladies gettin courtedin court kids cant tried adultsand women called bs bossin shapes sizes beauty recognizedgoddess queens use describenow michelle alexander wrote new constitutionbeyoncé made music revolutionimagine it world compassionatethe malice feminine masculine im askin ifoh women took worldoh every woman boy girloh maybe one day seepeace unity way m,The Day Women Took Over,Black America Again,2016,Obama,51.7,"37,247",22.0,24.3
Royce da 5'9'',dear heavenly father thank you watching us today i pray sick  lost loved ones lord i pray homeless lord i pray soldiers families i pray everyone todaygod taketh away god giveththe clocks tickin away plot thickens todaycause im sippin hard liquorwe suffer amount lossescause supplys biggerdont associate nothin dopest child star shitthat lindsey lo todd bridgeshit block tickin bomb thatllleave competition hospitalim product foolish prideim speeding bullet responds pull gods triggerjumpin barrel like excuse me nas move aside jiggaim hard proving ground bricksgroundbreaking time i spit words hit streetyou like game google dick bitchand goes everybodyi pray foes i pray hoesi pray everybodybut pray themif gon pray somebody pray themdont pray me pray parispray nigeria pray peacepray marriagepray horse sway far away carriagewhy put eggs one basketblowin dumb cash wraiths karatsyour daughter aint heiress i hope taken care ofmore importantly i hope gun face end mouthill make taste terror kickback gat could break barrelmore court cases hate betrayalif i approach thee boy please take seriouscause i say i shall i shall proceedi cry wolf cause i enjoy wasting tears i enjoy wasting shellsi looked state health asked reverend bout iti pray myself i prayed everybodybut pray themthey need me pray thempray everybodylook around look around look around look aroundpray everybody tell exactly seeingim seeing children murdered police acquitted chargesits like theyre targets pray thempray everybodylive gutter fathers the block mother 2pac got lock suburbi got dope doublewrapped bubble wrap top cupboardold ladies watching shutterstellin children keep watching usbad influences gumbo see inside potswimming round saddest truer shitattic coolest whipriding round city lookin baddest newest bitchhammer stash feeling legit90 dash slammin gaspassenger mad saying break pedal existim saying im late man i got school skip duce chick i turn shit skip my lou assisti talk much shit i discuss shit throwing handsim sucker hoes yoga pantstell queen im shit like kissing holding handsi keep flings end string swollen glassim player ive every hotel every lobbyevery time i pray i send prayer everybodydont pray me niggapray themyou gon pray somebodypray themdont pray me pray respectpray get something different rich away debtnigga im straight cassetteyall digital yall physical finger balls coughin taking testtoo many artists get mistaken bestcause charts sleepin me ill come wake deathwhile i pray violence shootinisis got obama sittin vladimir putina saw child online ask father why thishis father replied him we gotta fight em flowers growing groundi look violence way i look slaveryits never ending light abolishmentthese finest hours theni pray everybodylook around look around look around look aroundpray everybody tell exactly seeingim seeing children murdered police acquitted chargesits like theyre targets pray themlet us praylord please keep your arms around us protect us danger in your son jesus name amen amen,Pray,Layers,2016,Obama,51.7,"37,247",22.0,24.3
Kool Savas,monotask flow konzentrier mich nur auf rapabgescheiden ner hütte spitter von natur auspunkt null uhr neue visionen nenn es piñatapartydiss mich und ich zerstör dein leben wie truman nagasakilanger atem deutschraps marathonmannihr macht gute miene zum bösen spiel wie barack obamaihre rapform skatporn  scheiße verkauft sichessahdamus denn ich schrieb weiser voraussichteinsam der spitze unter mir die restpostendeine ansicht von erfolg recoupment der presskostenschieß wie uscops und zeig keine reuesei dem teufel doch n schritt voraus und schmeiß dich ins feuerder querulant aus prinzip gegen alles diese faker wollenich leg dir nah dich vom ego zu lösen wie eckhart tolleund immer wenn ein deutscher rapper hype hatblick ich die zukunft und sehe nur wie er scheiterthier isser essahda da da da da da  hier isser essahda da da da da da  hier isser essahda da da da da da  hier isser essahdamusda da da da da da  hier isser essahda da da da da da  hier isser essahda da da da da da  hier isser essahdamusbrenn mit  s die sie fisten zieh forellenartigspacken aus dem business jetzt stopp ihre wellespitte im quadrat raps internatmuss zinnsoldaten vorm stillstand wahren huhkack auf dich stannimcshängen rum auf twitter machen ernst auf beefso viel gequatscht kein sinnvolles zielsind ernüchtert denn es fehlt der erfolgpissrapper heulen sich bei mir ausdu hast offensichtlich von jigga geklautwow dicka renn mal um dein leben oder chill und werd gefressenich bin besser drauf als merkel bei nem bilderbergertreffencharten und sich feiern lassen ohne nötiges talent wie schön für dichschaff ich dein album bis zur hälfte bitte töte michund immer wenn ein deutscher rapper schwanzkuppen lutschtkommn sie und sagen du hast es gewusstyup hier ist er essahda da da da da da  hier isser essahda da da da da da  hier isser essahda da da da da da  hier isser essahdamusda da da da da da  hier isser essahda da da da da da  hier isser essahda da da da da da  hier isser essahdamusessahdamusi see clearly thethe futureessahdamusi see clearly thethe futureessahdamusi see clearly thethe futureessahdamusi see clearly thethe futureda da da da da da  hier isser essahda da da da da da  hier isser essahda da da da da da  hier isser essahdamusda da da da da da  hier isser essahda da da da da da  hier isser essahda da da da da da  hier isser essahdamu,Essahdamus,Essahdamus,2016,Obama,51.7,"37,247",22.0,24.3
Migos,zaymigo zaytiggy zaymigoi put bitch boat shore100 thousand diamond chuck norrisi fucked bitch call i ignore hersold shows went atlanta doraon jet ski rollie floridaif i lose it fuck it buy watercome back chopper like game mordorim ahead time i bought portali watch brick cross borderi took phone cause recorderquavo capone i give tutorialim greatest witnessed shit historicalme nast talkin milsshoulda played billsstill trappin servin wingsbuffalos teamput dope beamthats honest shit ive ever seenbecause scale tell truthand money counter toobig chopper thats whopperi tried buy helicopterbut instead i bought benzthen disect engine like doctorsi heard crime stopperi heard crime stopperhe growed copperi growed robbercoppers robbers coppers robberscoppers robbersyou wanna play you wanna playcoppers robbers coppers robbersyou wanna play you wanna playcoppers robberswhat gon look camerathem young niggas comin bananasthey heard ridin around phantom watchinthey know got iti put ho mission fucked him watchin pocketwhere ski im gon kill em i must forgot itgo get fn cock it screw on i kill silencewait i thought straight keep hoopin hollerini rappin robbin niggas callin tip hit lick tec carbonwrite name permanent markersi pull glock i aim carcassoffset president vote officei movin dope dakota bostoni maneuver niggas talk gon youhow gangster graduated law schoolwhen police pull one talk towatch partner work law toofuck it knock off i hate i lost youwhen i beat nigga tried bring lawsuitthats type shit copper gon dofend life like hostage gon doim pimpin bitch vegas prostitutinrobbin niggas fuck it im shootinif i rob ask call kid nugetqua rock nigga thought bookiehead somalian cook cookiescoppers robbers coppers robberscoppers robbersyou wanna play you wanna playcoppers robbers coppers robbersyou wanna play you wanna playcoppers robberscoppers robbers mobsters lobstersaudi wraith chargerprivate jet land pearl harborcomin i robberif worth wrapper rob yacant fuck niggasthey fakin hatin writin statements permanent markersmoney come back like karmadiamonds bitin piranhasmake bitch work rihannadont talk zans drum look like congarun work fumblerun forrest fumblerob nigga like im curtis snowbut move like im barrack obamai know couple i see couple robbin nigga lets honesttakin adventurous trips jumanji stashin money dungeonthe difference us fourth down im goin puntinafter i fuck first round tell bitch touch meniggas face look disgustin come cookie blunt mustybad bitch busty gon take charge mekick door nigga run it make move leave ya uglywhat sayin the cops comin pussy nigga called cops mecoppers robbers coppers robberscoppers robbersyou wanna play you wanna playcoppers robbers coppers robbersyou wanna play you wanna playcoppers robb,Coppers and Robbers,3 Way EP,2016,Obama,51.7,"37,247",22.0,24.3
Kid Red,girl make ass bounce boing bounceshe shaking money shaking moneybounce bounceall niggas blue hundredsbounce boing bouncehannah montana dirty diana hannahshe shaking hard shaking hardlil mama got staminabounce boing bouncegirl make ass bounce bouncemake ass touch ground nigga wanna see bouncemake ass touch ground nigga wanna see bounceha i got bad bitch good creditbitch perc im offsetmix chi pot im balling i deliverkeep business low cause niggas tellingyou niggas pay pussy i play pussy freeim coming straight outta compton nigga know money leanpopping pills im fucking bitch nigga looking metake lingerie leaving em heels loving tattoos im pulling hairi know freaking pussy popping pair sneakslil mama geeking pussy good lil mama leakingdoors suicide limo tints candy paintand hoes like one time 100 thousand dollars make em bouncegirl make ass bounce boing bounceshe shaking money shaking moneybounce bounceall niggas blue hundredsbounce boing bouncehannah montana dirty diana hannahshe shaking hard shaking hardlil mama got staminabounce boing bouncegirl make ass bounce bouncemake ass touch ground nigga wanna see bouncemake ass touch ground nigga wanna see bouncethrow ass circle drop pick upshe love trap niggas smoking cookie drinkin mudbathing ape ak hold banana clipsi got plug fucking water whipyeah already know im stonerpresidential smoking california smell obama aromai aint worried bout nothing got 45 holstervirginia nigga west coast aint bragging boasting quarter mill trophiesshe never private flightshe told fucking ticket see one hell niteoh baby know bitches baddest i make em hoes sleep couchi done fucked many bitches nigga done really lost countbounce boing bounceshake it make ass bounce bouncemake ass touch ground nigga wanna see bouncemake ass touch ground nigga wanna see bouncei like woah thick hoes young rich nigga bank rollpop pussy pole niggas baby know came forthe percocet mixed xanax lil mama came pantiesthe molly like marilyn manson got fifty bitches mansionlil mama hot like fever im balling like gilbert arenassmoking kush reefer call phone hit like beeperbounce ass like pogo fucking quavo head honchomy life trap bando plug came camelthe way shaking way dancingdamn lil mama got stanimashe dancing like dirty dianashe getting nasty i call bitch pamelabounce boing bounceshake it make ass bounce bouncemake ass touch ground nigga wanna see bouncemake ass touch ground nigga wanna see bouncebooty delicious it pussy popping shaking ass tittiesim young rich nigga thats religion fucking chick money making millionsbossing bitches im mission frank lugers on im scratching itchingbutt naked bitches whipping kitchen whipping d til get dizzyshe shaking like dancer i done put whole lot money around hershe popping like movie audition i put camerashe twerking long got stamina saw pull tarantulashe tell fuck amateurs gon let fuck hit cannabisgirl let see ass bounc,Bounce,Guilty By Asscoiation,2016,Obama,51.7,"37,247",22.0,24.3
M.I.A.,they call ruler trendsetter making life real betterbreaking order like leader follapoppin collar yea hustle dollaryou cant touch us like mc hammereat mums string hoppers jump chopperyea chop mango salt pepperholla holla holla true scholar honourand im shine light matterat border i see patroller cruising past carcreeping socks slippermexicans say holaat border i see patroller cruising past carhiding toyota corolla everybody say yalabola bola got friend called boomaand looks like obama burnerturtleneck bomberits bamboo bangaand know im comin back poweryea 64 impala hummer toyotawhen i drive im winnerwhatever imma rap got fuel burneroff grid staying radarat border i see patroller cruising past carcreeping socks slippermexicans say holaat border i see patroller cruising past carhiding toyota corolla everybody say yalanants ingonyama bagithiyeah shudda shudda yeah shoot computerpour shot teqkillatime banger throw middle fingerim writer competition gon murderim fighter lover like winter summeri aint really looking dramaat border i see patroller cruising past carcreeping socks slippermexicans say holaat border i see patroller cruising past carhiding toyota corolla everybody say yalanants ingonyama bagithimost things i do banned itbut imma still it im banditimma still imma still imma still imma stillbut imma still it im banditmost things i do banned itbut imma still it im banditimma still imma still imma still imma stillbut imma still it im banditbandit bandit babanditbandit bandit babandit,Visa,AIM,2016,Obama,51.7,"37,247",22.0,24.3
ANOHNI,when electedthe world cried joywe thought empoweredthe truth telling envoynow news spyingexecuting without trialbetraying virtuesscarring closed skypunishing whistle blowersthose tell truthdo recognize yellow staring back youobamaobamaobamaall hope drained facelike children believ,Obama,HOPELESSNESS,2016,Obama,51.7,"37,247",22.0,24.3
Niska,niama na ngwaku des ngwaku des ngwakuniama na ngwaku des ngwaku des ngwakuniama na ngwaku des ngwaku des ngwakungwaku ngwaku des ngwakueh ce soir cest ambiancézifukoroniama na ngwaku des ngwaku des ngwakuoui mustapha lui en personnetoujours luimême heinen costard voilà élégant léganttoujours lunettes la cagoule voilà et les gants okil sait même pas danser dans lcarré vip pahil bouge même comme un been pahmais il gère toutes les copines pahléquipe est deepson portemonnaie est équipétoujours ambiancé il sait pas dansercent trafiquants dans la citéceinture hermès chaussures louboudanse le kezou sur du kudu6 heures telhô pour des bisousmidi debout repart bredouillejajajaponais mustapha ne parle pas japonaisjajajaponais mustapha ne parle pas japonaiscoller la cougar il est pas douéon va coller la cougar il est pas douéallez coller la cougar il est pas douécoller la cougarbang bang cassez le dosstapho des staphy ah cassez le dosbang bang attrapez le dosstapho des staphy attrapez le dosbang bang fais passer le motstapho des staphy racheté le dosbang bang cassez le dosbang bang cassez le dosmustapha jeffersontêtu nécoute plus personneil sort il claque les bouteilleset repart avec toutes les follesoh pah gâtez le coinstapho des staphy gâté le coinoh pah gâtez le coinmustapha jefferson gâté le coinmustapha jefferson mustapha jeffersonobama en personne obama en personneappelle paris hilton appelle paris hiltonet rappelle sur mon bigo enfoiré voilàstapha stapho des staphymême dans la fête stapho reste tactiquesort le jeudi vendredi samedi samediestcque tas déjà vu mus taffer tafferestcque tas déjà vu mus taffer eh tafferestcque tas déjà vu mus taffer écoute çadéhanché musclé comme un bétépetit compressé comme un camerounaisjajajaponais mustapha ne parle pas japonaisjajajaponais mustapha ne parle pas japonaiscoller la cougar il est pas douéon va coller la cougar il est pas douéallez coller la cougar il est pas douécoller la cougarbang bang cassez le dosstapho des staphy ah cassez le dosbang bang attrapez le dosstapho des staphy attrapez le dosbang bang fais passer le motstapho des staphy racheté le dosbang bang cassez le dosbang bang cassez le dosniama na ngwaku des ngwaku des ngwakuniama na ngwaku des ngwaku des ngwakuniama na ngwaku des ngwaku des ngwakungwaku ngwaku des ngwakuniama na ngwaku des ngwaku des ngwakuniama na ngwaku des ngwaku des ngwakuniama na ngwaku des ngwaku des ngwakungwaku ngwaku des ngwaku,Mustapha Jefferson,Zifukoro,2016,Obama,51.7,"37,247",22.0,24.3
Future,we bought win bigtalkin bout hydraulic money yeahmoney comin intell whats programtwentyfive nights kushyeah get programshawty want waveget programshawty want wavewhats programthrowing yaywhats programfucking checkwhats programi blowed bagwhats programi went shoppingwhats programobama linewhats programyou know i give damnwhats programi thats programmy lingo far awaythats programdifferent color bagsthats programi fuck swagthats programtoo much damn charismabut whats programsizzle thats niggawhats programchoppers arsthats programar nutsthats programextendo fnthats programmoney best friendthats programfucking checkwhats programi blowed bagwhats programi went shoppingwhats programshawty want wavewhats programmarried moneywhats programmarried trapwhats programmarried trapwhats programlets get married trapwhats programmy bff cashthats programmy bff cashthats programevery nigga round gangbangeraint hollywood bitchim famousnever talk pink paranoia fucki popped six xans quaaludeshawty gave head adderallgwagons rovers yeah i bought hermetro told hit slow flowsizzle cut fofolot money make bitch evilthats i gotta keep desert eaglefucking checkwhats programi blowed bagwhats programi went shoppingwhats programshawty want wavewhats programmarried moneywhats programmarried trapwhats programmarried trapwhats programmarried trapwhats program,Program,EVOL,2016,Obama,51.7,"37,247",22.0,24.3
Chance the Rapper,chance the motherfuckin rapperwith capitalized uh times times know im saying times thuggerlil boatchancelil boatam i nigga still care mixtapesam i nigga still care mixtapesim nigga still care mixtapesbad little bitch wanna know lips tastei swear im nigga still care mixtapesbad little bitch wanna know lips tasteall i hear third ayyall i hear third ayywe know none words ayywe know none words ayyi love women real tall ayytype really play ball ayyyou buy hat park ayythink i might really play ball ayyi got link bio bitch salsa like pico de gallothey gotta ask may cinco de mayohow call bosseswhen got many bossesyou gotta see boss sayi get straight fauceti aint felt like since third drought third carter droptold momma third grade id third barbershopand know momma got real worried heard college dropbut i call shotsim nigga still care mixtapesbad little bitch wanna know lips tastei swear im nigga still cares mixtapesbad little bitch wanna know lips tastebad little mama gettin obamashe sting like bumble bee hot saunashe shine like rollie got mommacant see me cant me im ridin like pandathat booty gon roll outta controland bitches gon fuck respect loyaltyall bitches lovin spoil merub lotion baby oil medrinking actavis baby im showin mein choppa i see perimeterchange culture cause ring solarwait one minute i told youyeah i would like know youyeah lucky like cloversyeah clothes goodmama i it ass i pursue itjust look babyi came sewersthey love slime balllike fuck cats slime dogthat got serene like im breakin barand im ballin like im chris paulim nigga still care mixtapesbad little bitch wanna know lips tastei swear im nigga still care mixtapesbad little bitch wanna know lips tasteam i one really care cover artgrowing i aint brother cause said streets gave fresh starti aint know meani bumped heads deandropped hit scenenow im stunting like blingtime time told nothey told i gocause high school i cared hoeswell maybe shit interestnow i spend make dentistafter 1night folks thought i finishedi pin name game like seamstressoh bitch i bite like gatorfuck reviews put paperdid i wanted care haterdelivered tape world catereroh fuck cause im differentnew sound new appearancebitch boat 6give fuck bitchwalk out hand dick im shitim nigga still care mixtapesbad little bitch wanna know lips tastei said i nigga still care mixtapesbad little bitch wanna know lips tast,Mixtape,Coloring Book,2016,Obama,51.7,"37,247",22.0,24.3
Drake,looking looking lookinglooking looking lookinglooking lookinglookinglookinglooking revengeall summer sixteenall summer sixteenplaying dirty cleanout front four seasonslooking like damn football teamall thingall repping one thinglooking revengeto dotell obama  s like whips inthey bulletproofminus twenty pitfieldthat kais kitchen canada goosefamous fuck im still cut round troopsim sicko real sicko get know niggai let diss record drop staying right me niggawe must played hundred times going bedwhy would i put vest i expect aim headi coulda killed first timeyou try say louder niggatrust heard first timeits nothing personal i would done anyoneand i blame i came fromand i blame day onesyou know chubbs like draymondyou better saying nothingthem boys handfulthen i hit em hotlinechris breezy dance movesmog dance movesave boy dance movesjimi hendrix solothose strings cant pullyeah i could really dish outcome get sourcefuck word mouthgolden state running practice housenigga i aboutyou gon really feel nowim herelooking revengeall summer sixteenall summer sixteenplaying dirty cleanout front four seasonslooking like damn football teamall repping one thinglooking revengeall boys new toronto want littleall exes know i like os v middleyou would love i went away say nothing elsehow i keeping real keeping shit myselfyou never gang gang gang gang never one ushad us fooled minute there done grown upbut im better anyway yall never gon finish drakesay seeing bout see man yall never home anywaythought things shoulda said said things saywe even gave whole money play yall still broke dayoh time now yeah thats everybody sayi used wanna rocafella i turned jaynow i got house la now i got bigger pool yeand look man yes pool nice mines big im sayingim niggas im sayinggetting things done around herehow let run hereim even around heresix six six six six soon im back city throw paradei might get key city give wayneor give one young boys carry waveyeah trust me theyll herelooking revengeall summer sixteenall summer sixteenplaying dirty cleanout front four seasonslooking like damn football teamall thingall repping one thinglooking forthey want us bigger pool kany,Summer Sixteen,Single (artist: drake),2016,Obama,51.7,"37,247",22.0,24.3
Young Thug,pour shit fool sauce  monsterman aint gonna pouroh gonna make nigga beg pour okay boolyou dighopped mothafuckin bedhopped mothafuckin coupe skrrrrrpulled birdman brrrrrim beast im beast im mobsteryou got 50 whole bands sponsor just nightthem snakes plane kanyeconda condasyeeeahi might piece let partner smoke himchuckecheese up i pizza him i roll himim gangster i dance baby i pokeright im surrounded gangsters magnoliai heard i put spot yessir told memy niggas muggin niggas ysl onlyi heard nolia niggas friendly like waybut friendly either know ityeah thumbs upive seen holes golf course donald trumps coursemy bitch tall blooded horse nigga broncoand catch us bet gon trunk usyou got body lil nigga got ton emyou got robins lil nigga got batmansi let choppa go blocka blocka get back sonyou got mjs nigga i got jacksons racksbut really dowhen whole world constantly hatin youpussy niggas hold nuts masturbatin youmeanwhile fuckin federal baitin younigga tell dowould stand would turn pussy niggai got hundred things doand i stop rappin i cant stop stackin fuckin figuresyeah im mothafuckin nolia niggabirdmanll break nigga nose lil niggayou need slow fuckin roll lil niggawe created ks shoulders niggaim scary fuckin sight lil niggawe hundred mil fights lil niggaa hundred bands sure right lil niggai keep aks flights lil niggabirdman willie bsmoke stunna blunts eyes chinesehundred k private flights o aschoppas city nigga free bgbentley doors round jeeprich nigga shit smoke two pounds weekcant find bitch know streetsbitches know i birdman thats ogbut really dowhen whole world constantly hatin youpussy niggas hold nuts masturbatin youmeanwhile fuckin federal baitin younigga tell dowould stand would turn pussy niggai got hundred things doand i stop rappin i cant stop stackin fuckin figuresnigga im crack addictthought lettin get cut i went snagged itthe new boosie badazz itima drop nigga life like bad habiti stick ground like mothafuckin rugim big dog lil fuck nigga puplil bitch clean drawers think thugbefore i front shows like pubi aint even lyin babyi swear god i aint lyin baby nooofirst ill screw without pliers babyi might dap like good try babybig b livin babythem boys left throwin csi promise mama see weekand i break promises ds them dogsi want ms cheese mister mickey dsshe know i beast i obesein miami i swear got good weedwiz khalifa send weed pleaseyeah o as nigga top floor clear windows niggaglass house drankin gt understandwe red light district understand3 1 mean 3 me nigga understand mejust livin life boy aye thug dollar 1 niggawe blow mil boy rich gang ysl blatt,Constantly Hating,Barter 6,2015,Obama,46.3,"36,105",24.1,26.8
Rae Sremmurd,up like donald trump wordnow done fucked upup like donald trumpchain swings like nunchucksshe gon chew up twerk like russiadont get wiled up soldiers ten hutlook done done done fucked upup like donald trumpchain swings like nunchucksshe gon chew up twerk like russiadont get wiled up soldiers ten hutlook done done done fucked upread lips i stuntsbitch wanna go date pull suntrustwear hat front like i drive trucklike i drive truck white bentley truckatm go nuts i i wanti say i want i grew packush smell like musk turn dustman style tough yall huffed pufftwerk like russia try hard love herbut damn bad i might cuff herrock like billy ray thats nigga idolforbes list forbes list forbes list forbes read like bibleup like donald trumpchain swings like nunchucksshe gon chew up twerk like russiadont get wiled up soldiers ten hutlook done done done fucked upup like donald trumpchain swings like nunchucksshe gon chew up twerk like russiadont get wiled up soldiers ten hutlook done done done fucked upup like trump suddensolo cup brought publicbalmains clean whistle green aint issuelil bit money make difference nothin somethinits hard function hoes housefuck yall assumption blood still rushin heart still thumpinup like trump kickin like ike got bitch twerkin skypemgm every night sremm door king swipemotherfuckers worry bout likes picturesthey aint got single dollar nickelthey aint even got penny strippersand wanna pop bottles like winnerscheck pedigree i always money fiendall fuckin rings im shinin like fuckin kingbreakin kush look plushtake couple puffs im like donald trumpup like donald trumpchain swings like nunchucksshe gon chew up twerk like russiadont get wiled up soldiers ten hutlook done done done fucked upup like donald trumpchain swings like nunchucksshe gon chew up twerk like russiadont get wiled up soldiers ten hutlook done done done fuck,Up Like Trump,SremmLife,2015,Obama,46.3,"36,105",24.1,26.8
Timmy Trumpet,tell freaks acttell metell mewhere freaks acttell metell mewhere freaks actfreaks actfreaks acttell freaks act,Freaks,Freaks,2015,Obama,46.3,"36,105",24.1,26.8
